DRUG_CODE,ACTIVE_INGREDIENT_CODE,INGREDIENT,INGREDIENT_SUPPLIED_IND,STRENGTH,STRENGTH_UNIT,STRENGTH_TYPE,DOSAGE_VALUE,BASE,DOSAGE_UNIT,NOTES,INGREDIENT_F,STRENGTH_UNIT_F,STRENGTH_TYPE_F,DOSAGE_UNIT_F
"75817","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.825","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"75818","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","5.0","%","","","N","","W/W","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","",""
"75818","197","BENZALKONIUM CHLORIDE","I","5.0","%","","","N","","W/W","Chlorure de benzalkonium","%","",""
"75885","197","BENZALKONIUM CHLORIDE","I","0.034","%","","","N","","W/W","Chlorure de benzalkonium","%","",""
"75885","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.026","%","","","N","","W/W","Chlorure d'octyl décyl diméthyl ammonium","%","",""
"75885","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.013","%","","","N","","W/W","Chlorure de dioctyl-diméthyl ammonium","%","",""
"75885","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.013","%","","","N","","W/W","Chlorure de didécyl-diméthyl ammonium","%","",""
"75892","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"75892","7155","PYRILAMINE MALEATE","I","15","MG","","","N","","","Maléate de pyrilamine","MG","",""
"75892","9358","CAFFEINE","I","60","MG","","","N","","","Caféine","MG","",""
"75910","197","BENZALKONIUM CHLORIDE","I","2.2","%","","","N","","W/W","Chlorure de benzalkonium","%","",""
"75910","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","1.65","%","","","N","","W/W","Chlorure d'octyl décyl diméthyl ammonium","%","",""
"75910","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.825","%","","","N","","W/W","Chlorure de dioctyl-diméthyl ammonium","%","",""
"75910","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.825","%","","","N","","W/W","Chlorure de didécyl-diméthyl ammonium","%","",""
"76048","197","BENZALKONIUM CHLORIDE","I","3.00","%","","","N","","W/W","Chlorure de benzalkonium","%","",""
"76048","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","2.25","%","","","N","","W/W","Chlorure d'octyl décyl diméthyl ammonium","%","",""
"76048","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","1.125","%","","","N","","W/W","Chlorure de dioctyl-diméthyl ammonium","%","",""
"76048","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","1.125","%","","","N","","W/W","Chlorure de didécyl-diméthyl ammonium","%","",""
"76051","197","BENZALKONIUM CHLORIDE","I","0.034","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"76051","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.026","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"76051","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.013","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"76051","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.013","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"76052","197","BENZALKONIUM CHLORIDE","I","4.1","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"76052","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","3.075","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"76052","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","1.5375","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"76052","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","1.5375","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"76053","197","BENZALKONIUM CHLORIDE","I","3","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"76053","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","2.25","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"76053","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","1.125","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"76053","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","1.125","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"76111","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.125","%","","","N","","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","",""
"76111","197","BENZALKONIUM CHLORIDE","I","0.125","%","","","N","","","Chlorure de benzalkonium","%","",""
"76111","8881","ISOPROPYL ALCOHOL","I","14.850","%","","","N","","","Alcool isopropylique","%","",""
"76194","150","ACETYLSALICYLIC ACID","I","500","MG","","","N","","","Acide acétylsalicylique","MG","",""
"76194","9358","CAFFEINE","I","65","MG","","","N","","","Caféine","MG","",""
"76223","9543","METHACHOLINE CHLORIDE","I","0.0625","MG","","","N","ML","VIAL WITH WHITE FLIP OFF SEAL","Chlorure de méthacholine","MG","","ML"
"76223","9543","METHACHOLINE CHLORIDE","I","0.25","MG","","","N","ML","VIAL WITH AVOCADO FLIP OFF SEAL","Chlorure de méthacholine","MG","","ML"
"76223","9543","METHACHOLINE CHLORIDE","I","1","MG","","","N","ML","VIAL WITH BROWN FLIP OFF SEAL","Chlorure de méthacholine","MG","","ML"
"76223","9543","METHACHOLINE CHLORIDE","I","16","MG","","","N","ML","VIAL WITH RED FLIP OFF SEAL","Chlorure de méthacholine","MG","","ML"
"76223","9543","METHACHOLINE CHLORIDE","I","4","MG","","","N","ML","VAIL WITH YELLOW FLIP OFF SEAL","Chlorure de méthacholine","MG","","ML"
"76324","9782","DIMENHYDRINATE","I","15","MG","","","N","","","Diménhydrinate","MG","",""
"76341","270","ACETAMINOPHEN","I","300","MG","","","N","","Historic Freeform Text: ACETAMINOPHEN","Acétaminophène","MG","",""
"76341","9131","CODEINE PHOSPHATE","I","8","MG","","","N","","Historic Freeform Text: CODEINE PHOSPHATE","Phosphate de codéine","MG","",""
"76341","9358","CAFFEINE","I","15","MG","","","N","","Historic Freeform Text: CAFFEINE","Caféine","MG","",""
"76342","10259","CHLORPHENIRAMINE MALEATE","I","2","MG","","","N","","","Maléate de chlorphéniramine","MG","",""
"76342","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"76342","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","30","MG","","","N","","","Chlorhydrate de pseudoéphédrine","MG","",""
"76344","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","22","N","G","","Bromhydrate de dextrométhorphane","MG","","G"
"76344","10259","CHLORPHENIRAMINE MALEATE","I","4","MG","","22","N","G","","Maléate de chlorphéniramine","MG","","G"
"76344","270","ACETAMINOPHEN","I","1000","MG","","22","N","G","","Acétaminophène","MG","","G"
"76344","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","60","MG","","22","N","G","","Chlorhydrate de pseudoéphédrine","MG","","G"
"76389","150","ACETYLSALICYLIC ACID","I","500","MG","","","N","","","Acide acétylsalicylique","MG","",""
"76390","150","ACETYLSALICYLIC ACID","I","500","MG","","","N","","","Acide acétylsalicylique","MG","",""
"76391","735","O-PHENYLPHENOL","I","0.1","%","","","N","","W/W","O-phénylphénol","%","",""
"76391","8890","ALCOHOL ANHYDROUS","I","63.2","%","","","N","","","ALCOOL ANHYDRE","%","",""
"76454","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","23","N","G","","Chlorhydrate de phényléphrine","MG","","G"
"76454","270","ACETAMINOPHEN","I","650","MG","","23","N","G","","Acétaminophène","MG","","G"
"76454","645","ASCORBIC ACID","I","50","MG","","23","N","G","","Acide ascorbique","MG","","G"
"76454","6895","PHENIRAMINE MALEATE","I","20","MG","","23","N","G","","Maléate de phéniramine","MG","","G"
"76523","11384","TOPIRAMATE","I","50","MG","","","N","","","Topiramate","MG","",""
"76554","11447","CROMOLYN SODIUM","I","2","%","","","N","","HISTORIC FREEFORM TEXT: DISODIUM CROMOGLYCATE","Cromolyne sodique","%","",""
"76562","6404","BISMUTH SUBSALICYLATE","I","17.6","MG","","","N","ML","","Subsalicylate de bismuth","MG","","ML"
"76563","6404","BISMUTH SUBSALICYLATE","I","262","MG","","","N","","","Subsalicylate de bismuth","MG","",""
"76641","4182","CARBAMAZEPINE","I","200","MG","","","N","","","Carbamazépine","MG","",""
"76642","4182","CARBAMAZEPINE","I","400","MG","","","N","","","Carbamazépine","MG","",""
"76675","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","5","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"76675","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5","MG","","5","N","ML","","Chlorhydrate de phényléphrine","MG","","ML"
"76680","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"76680","270","ACETAMINOPHEN","I","350","MG","","","N","","","Acétaminophène","MG","",""
"76680","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","30","MG","","","N","","","Chlorhydrate de pseudoéphédrine","MG","",""
"76680","9615","GUAIFENESIN","I","100","MG","","","N","","","Guaïfénésine","MG","",""
"76701","11796","NEVIRAPINE","I","200","MG","","","N","","","Névirapine","MG","",""
"76701","1185","ZIDOVUDINE","I","300","MG","","","N","","","Zidovudine","MG","",""
"76701","122","LAMIVUDINE","I","150","MG","","","N","","","Lamivudine","MG","",""
"76733","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","7.5","MG","","5","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"76733","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5.0","MG","","5","N","ML","","Chlorhydrate de phényléphrine","MG","","ML"
"76734","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","5","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"76734","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5","MG","","5","N","ML","","Chlorhydrate de phényléphrine","MG","","ML"
"76734","9615","GUAIFENESIN","I","100","MG","","5","N","ML","","Guaïfénésine","MG","","ML"
"76735","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","5","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"76735","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","5","N","ML","","Chlorhydrate de phényléphrine","MG","","ML"
"76735","9615","GUAIFENESIN","I","200","MG","","5","N","ML","","Guaïfénésine","MG","","ML"
"76756","156","FAMCICLOVIR","I","125","MG","","","N","","","Famciclovir","MG","",""
"76757","156","FAMCICLOVIR","I","250","MG","","","N","","","Famciclovir","MG","",""
"76758","156","FAMCICLOVIR","I","500","MG","","","N","","","Famciclovir","MG","",""
"76784","1185","ZIDOVUDINE","I","50","MG","","5","N","ML","","Zidovudine","MG","","ML"
"76787","122","LAMIVUDINE","I","10","MG","","","N","ML","","Lamivudine","MG","","ML"
"76798","11323","SUMATRIPTAN (SUMATRIPTAN SUCCINATE)","I","25","MG","","","Y","","","Sumatriptan (Succinate de sumatriptan)","MG","",""
"76807","424","AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE HEMIETHANOLATE)","I","100","MG","","5","N","ML","AZITHROMYCIN ETHANOLATE: 116.67 MG/5 ML (TAKING INTO ACCOUNT THE EXCESS REQUIRED IN ORDER TO ENSURE ","Azithromycine (HÉMIÉTHANOLATE MONOHYDRATÉ D'AZITHROMYCINE)","MG","","ML"
"76808","424","AZITHROMYCIN (AZITHROMYCIN MONOHYDRATE HEMIETHANOLATE)","I","200","MG","","5","N","ML","THIS DIN COMES IN TWO SIZES: 600 MG AND 900 MG AZITHROMYCIN PER BOTTLE)  AZITHROMYCIN ETHANOLATE: 23","Azithromycine (HÉMIÉTHANOLATE MONOHYDRATÉ D'AZITHROMYCINE)","MG","","ML"
"76927","5900","METHOTREXATE (METHOTREXATE SODIUM)","I","2.5","MG","","","N","","","Méthotrexate (Méthotrexate sodique)","MG","",""
"76955","11564","THROMBIN (HUMAN)","I","1200","UNIT","","","N","ML","COMPONENT 2 THROMBIN (HUMAN): 800-1200 IU/ML","Thrombine (humaine)","Unité","","ML"
"76955","17119","FIBRINOGEN (HUMAN)","I","60.0","MG","","","N","ML","COMPONENT 1 HUMAN CLOTTABLE FIBRINOGEN: 40-60 MG/ML","Fibrinogène (humaine)","MG","","ML"
"76955","51","CALCIUM CHLORIDE","I","6.2","MG","","","N","ML","COMPONENT 2 STRENGTH 5.6-6.2 MG/ML","Chlorure de calcium","MG","","ML"
"76972","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","25","MG","","","N","","","Chlorhydrate de diphénhydramine","MG","",""
"77087","732","PACLITAXEL","I","6","MG","","","N","ML","HISTORIC FREEFORM TEXT: PACLITAXEL","Paclitaxel","MG","","ML"
"77226","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"77226","9358","CAFFEINE","I","65","MG","","","N","","","Caféine","MG","",""
"77404","10282","PHOSPHOLIPID","I","27","MG","","","N","ML","","Phospholipide","MG","","ML"
"77404","12688","SURFACTANT-ASSOCIATED PROTEINS SP-B AND SP-C","I","500","MCG","","","N","ML","","Protéines sp-b et sp-c associées au surfactant","MCG","","ML"
"77452","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.105","%","","","N","","W/W","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","",""
"77452","197","BENZALKONIUM CHLORIDE","I","0.105","%","","","N","","W/W","Chlorure de benzalkonium","%","",""
"77478","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","30","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"77478","270","ACETAMINOPHEN","I","1000","MG","","30","N","ML","","Acétaminophène","MG","","ML"
"77478","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","60","MG","","30","N","ML","","Chlorhydrate de pseudoéphédrine","MG","","ML"
"77478","9615","GUAIFENESIN","I","200","MG","","30","N","ML","","Guaïfénésine","MG","","ML"
"77479","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"77479","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"77479","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","30","MG","","","N","","","Chlorhydrate de pseudoéphédrine","MG","",""
"77479","9615","GUAIFENESIN","I","100","MG","","","N","","","Guaïfénésine","MG","",""
"77502","11309","CEFTRIAXONE (CEFTRIAXONE SODIUM)","I","500","MG","","","N","VIAL","","Ceftriaxone (Ceftriaxone sodique)","MG","","Fiole"
"77503","11309","CEFTRIAXONE (CEFTRIAXONE SODIUM)","I","1","G","","","N","VIAL","","Ceftriaxone (Ceftriaxone sodique)","G","","Fiole"
"77504","11309","CEFTRIAXONE (CEFTRIAXONE SODIUM)","I","2","G","","","N","VIAL","","Ceftriaxone (Ceftriaxone sodique)","G","","Fiole"
"77505","11309","CEFTRIAXONE (CEFTRIAXONE SODIUM)","I","10","G","","","N","VIAL","","Ceftriaxone (Ceftriaxone sodique)","G","","Fiole"
"77535","10114","ISOPROTERENOL HYDROCHLORIDE","I","0.2","MG","","","N","ML","HISTORIC FREEFORM TEXT: ISOPROTERENOL HYDROCHLORIDE","Chlorhydrate d'isoprotérénol","MG","","ML"
"77579","270","ACETAMINOPHEN","I","500.0","MG","","","N","","","Acétaminophène","MG","",""
"77625","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","30","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"77625","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5","MG","","30","N","ML","","Chlorhydrate de phényléphrine","MG","","ML"
"77625","270","ACETAMINOPHEN","I","1000","MG","","30","N","ML","","Acétaminophène","MG","","ML"
"77625","9615","GUAIFENESIN","I","100","MG","","30","N","ML","","Guaïfénésine","MG","","ML"
"77626","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","30","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"77626","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","30","N","ML","","Chlorhydrate de phényléphrine","MG","","ML"
"77626","270","ACETAMINOPHEN","I","1000","MG","","30","N","ML","","Acétaminophène","MG","","ML"
"77626","9615","GUAIFENESIN","I","200","MG","","30","N","ML","","Guaïfénésine","MG","","ML"
"77634","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"77634","9358","CAFFEINE","I","65","MG","","","N","","ANHYDROUS","Caféine","MG","",""
"77665","11096","RANITIDINE (RANITIDINE HYDROCHLORIDE)","I","150","MG","","","N","","","Rantidine (Chlorhydrate de ranitidine)","MG","",""
"77670","10224","DOXYLAMINE SUCCINATE","I","12.5","MG","","30","N","ML","Historic Freeform Text: DOXYLAMINE SUCCINATE","Succinate de doxylamine","MG","","ML"
"77670","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","30","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"77670","270","ACETAMINOPHEN","I","1000","MG","","30","N","ML","Historic Freeform Text: ACETAMINOPHEN","Acétaminophène","MG","","ML"
"77680","10224","DOXYLAMINE SUCCINATE","I","12.5","MG","","30","N","ML","","Succinate de doxylamine","MG","","ML"
"77680","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","30","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"77680","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","30","N","ML","","Chlorhydrate de phényléphrine","MG","","ML"
"77680","270","ACETAMINOPHEN","I","1000","MG","","30","N","ML","","Acétaminophène","MG","","ML"
"77717","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"77717","10259","CHLORPHENIRAMINE MALEATE","I","4","MG","","","N","","","Maléate de chlorphéniramine","MG","",""
"77717","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"77766","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","5.0","%","","","N","","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","",""
"77766","197","BENZALKONIUM CHLORIDE","I","5.0","%","","","N","","","Chlorure de benzalkonium","%","",""
"77767","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"77767","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"77788","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.34","%","","","N","","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","",""
"77788","197","BENZALKONIUM CHLORIDE","I","0.34","%","","","N","","","Chlorure de benzalkonium","%","",""
"77789","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"77789","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"77789","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"77790","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"77841","12329","GALANTAMINE (GALANTAMINE HYDROBROMIDE)","I","4","MG","","","N","","","Galantamine (Bromhydrate de galantamine)","MG","",""
"77842","12329","GALANTAMINE (GALANTAMINE HYDROBROMIDE)","I","8","MG","","","N","","","Galantamine (Bromhydrate de galantamine)","MG","",""
"77843","12329","GALANTAMINE (GALANTAMINE HYDROBROMIDE)","I","12","MG","","","N","","","Galantamine (Bromhydrate de galantamine)","MG","",""
"77861","10224","DOXYLAMINE SUCCINATE","I","12.5","MG","","30","N","ML","","Succinate de doxylamine","MG","","ML"
"77861","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","30","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"77861","270","ACETAMINOPHEN","I","1000","MG","","30","N","ML","","Acétaminophène","MG","","ML"
"77861","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","60","MG","","30","N","ML","","Chlorhydrate de pseudoéphédrine","MG","","ML"
"77904","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.1375","%","","","N","","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","",""
"77904","197","BENZALKONIUM CHLORIDE","I","0.1375","%","","","N","","","Chlorure de benzalkonium","%","",""
"77905","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.1375","%","","","N","","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","",""
"77905","197","BENZALKONIUM CHLORIDE","I","0.1375","%","","","N","","","Chlorure de benzalkonium","%","",""
"77906","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.1375","%","","","N","","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","",""
"77906","197","BENZALKONIUM CHLORIDE","I","0.1375","%","","","N","","","Chlorure de benzalkonium","%","",""
"77930","10224","DOXYLAMINE SUCCINATE","I","6.25","MG","","","N","","","Succinate de doxylamine","MG","",""
"77930","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"77930","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"77964","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.1375","%","","","N","","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","",""
"77964","197","BENZALKONIUM CHLORIDE","I","0.1375","%","","","N","","","Chlorure de benzalkonium","%","",""
"77970","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","30","N","ML","","Bromhydrate de dextrométhorphane","MG","","ML"
"77970","10259","CHLORPHENIRAMINE MALEATE","I","4","MG","","30","N","ML","","Maléate de chlorphéniramine","MG","","ML"
"77970","270","ACETAMINOPHEN","I","1000","MG","","30","N","ML","","Acétaminophène","MG","","ML"
"77970","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","60","MG","","30","N","ML","","Chlorhydrate de pseudoéphédrine","MG","","ML"
"77970","9615","GUAIFENESIN","I","200","MG","","30","N","ML","","Guaïfénésine","MG","","ML"
"77971","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","25","MG","","","N","","","Chlorhydrate de diphénhydramine","MG","",""
"77971","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"77971","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","30","MG","","","N","","","Chlorhydrate de pseudoéphédrine","MG","",""
"77981","723","RISPERIDONE","I","0.5","MG","","","N","","","Rispéridone","MG","",""
"77982","723","RISPERIDONE","I","1","MG","","","N","","","Rispéridone","MG","",""
"77983","723","RISPERIDONE","I","2","MG","","","N","","","Rispéridone","MG","",""
"77984","1400","AMIODARONE HYDROCHLORIDE","I","100","MG","","","N","","","Chlorhydrate d'amiodarone","MG","",""
"77990","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","10","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"77990","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"77990","10259","CHLORPHENIRAMINE MALEATE","I","2","MG","","","N","","","Maléate de chlorphéniramine","MG","",""
"77990","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"77993","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","10","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"77993","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"77993","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"78002","11086","PANTOPRAZOLE (PANTOPRAZOLE SODIUM SESQUIHYDRATE)","I","40","MG","","","N","VIAL","","Pantoprazole (Pantoprazole sodique sesquihydrate)","MG","","Fiole"
"78007","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"78007","10259","CHLORPHENIRAMINE MALEATE","I","2","MG","","","N","","","Maléate de chlorphéniramine","MG","",""
"78007","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"78008","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"78008","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"78011","20521","DEXTROSE ANHYDROUS","I","1.33","G","","","N","L","GLUCOSE ANHYDROUS   LARGE COMPARTMENT  2010.01.22. DEXTROSE REVISED TO DEXTROSE ANHYDROUS  AS REQUES","Dextrose anhydre","G","","L"
"78011","49","MAGNESIUM CHLORIDE","I","0.136","G","","","N","L","MAGNESIUM CHLORIDE HEXAHYDRATE   LARGE COMPARTMENT","Chlorure de magnésium","G","","L"
"78011","51","CALCIUM CHLORIDE","I","0.343","G","","","N","L","CALCIUM CHLORIDE DIHYDRATE   LARGE COMPARTMENT","Chlorure de calcium","G","","L"
"78011","53","POTASSIUM CHLORIDE","I","0.199","G","","","N","L","LARGE COMPARTMENT","Chlorure de potassium","G","","L"
"78011","55","SODIUM CHLORIDE","I","7.66","G","","","N","L","LARGE COMPARTMENT","Chlorure de sodium","G","","L"
"78011","9197","SODIUM BICARBONATE","I","12.9","G","","","N","L","SMALL COMPARTMENT","Bicarbonate de sodium","G","","L"
"78036","783","BENZETHONIUM CHLORIDE","I","0.2","%","","","N","","","Chlorure de benzéthonium","%","",""
"78064","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"78064","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"78065","2609","IBUPROFEN","I","100","MG","","5","N","ML","","Ibuprofène","MG","","ML"
"78065","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","15","MG","","5","N","ML","","Chlorhydrate de pseudoéphédrine","MG","","ML"
"78073","197","BENZALKONIUM CHLORIDE","I","4.0","%","","","N","","","Chlorure de benzalkonium","%","",""
"78073","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","3.0","%","","","N","","W/W","Chlorure d'octyl décyl diméthyl ammonium","%","",""
"78073","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","1.5","%","","","N","","W/W","Chlorure de dioctyl-diméthyl ammonium","%","",""
"78073","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","1.5","%","","","N","","W/W","Chlorure de didécyl-diméthyl ammonium","%","",""
"78074","11847","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","I","30","MG","","","N","","","Citalopram (Bromhydrate de citalopram)","MG","",""
"78075","197","BENZALKONIUM CHLORIDE","I","4.0","%","","","N","","","Chlorure de benzalkonium","%","",""
