DRUG_CODE,PRODUCT_CATEGORIZATION,CLASS,DRUG_IDENTIFICATION_NUMBER,BRAND_NAME,DESCRIPTOR,PEDIATRIC_FLAG,ACCESSION_NUMBER,NUMBER_OF_AIS,LAST_UPDATE_DATE,AI_GROUP_NO,CLASS_F,BRAND_NAME_F,DESCRIPTOR_F
"43347","","Human","02223147","NORTRIPTYLINE","","N","P9678","1","05-FEB-2024","0102630001","Humain","",""
"96416","","Human","02474107","PMS-LACOSAMIDE","FILM-COATED TABLETS","N","","1","31-JAN-2024","0152810001","Humain","",""
"96417","","Human","02474115","PMS-LACOSAMIDE","FILM-COATED TABLETS","N","","1","31-JAN-2024","0152810002","Humain","",""
"96418","","Human","02474123","PMS-LACOSAMIDE","FILM-COATED TABLETS","N","","1","31-JAN-2024","0152810003","Humain","",""
"96419","","Human","02474131","PMS-LACOSAMIDE","FILM-COATED TABLETS","N","","1","31-JAN-2024","0152810004","Humain","",""
"96422","","Human","02474220","HUMIRA","PRE-FILLED PEN","N","","1","29-JAN-2024","0150364002","Humain","",""
"96423","","Human","02474255","HUMIRA","PREFILLED SYRINGE","N","","1","29-JAN-2024","0150364002","Humain","",""
"90894","","Human","02424223","MINT-PREGABALIN","","N","","1","30-OCT-2023","0151121007","Humain","",""
"78128","","Disinfectant","02295938","FIGHT-IT RTU","","N","","4","12-JUL-2018","0414758024","Désinfectant","",""
"96944","","Disinfectant","02478692","BIOSENTRY BIOPHENE DISINFECTANT","","N","","3","20-NOV-2023","0305025020","Désinfectant","",""
"96240","","Human","02473062","APO-PERINDOPRIL ARGININE","","N","","1","01-FEB-2024","0151321001","Humain","",""
"96241","","Human","02473070","APO-PERINDOPRIL ARGININE","","N","","1","01-FEB-2024","0151321002","Humain","",""
"96242","","Human","02473089","APO-PERINDOPRIL ARGININE","","N","","1","01-FEB-2024","0151321003","Humain","",""
"74385","","Human","02258668","DRY COUGH & COLD SYRUP","","N","","2","18-JAN-2024","0214697001","Humain","",""
"97621","CAT IV - SUNBURN PROTECTANTS","Human","02485982","SPORTS BB QD","","N","","2","15-JAN-2024","0216790147","Humain","",""
"97638","","Human","02486156","LINEZOLID TABLETS","","N","","1","12-JAN-2024","0143501002","Humain","",""
"97639","","Human","02486164","NRA-RAMIPRIL","","N","","1","23-JAN-2024","0122858001","Humain","",""
"95054","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02462710","AM-SEALANTS QSA+","SOLUTION","N","","2","29-JAN-2024","0213172038","Désinfectant","",""
"97760","","Human","02487446","TEVA-ABIRATERONE","","N","","1","01-FEB-2024","0152948002","Humain","",""
"96303","","Human","02473631","MULTIPURPOSE HEALING BALM","","N","","1","26-JAN-2024","0148022006","Humain","",""
"96956","","Disinfectant","02478854","BACTICYD SPRAY","","N","","2","15-JAN-2024","0247881002","Désinfectant","",""
"96969","","Human","02478978","FLULAVAL TETRA","SINGLE-DOSE PRE-FILLED SYRINGE, PRESERVATIVE-FREE","N","","4","14-FEB-2024","0455410003","Humain","",""
"99817","","Human","02508842","AG-ATOMOXETINE","","N","","1","10-NOV-2023","0150434004","Humain","",""
"99818","","Human","02508850","AG-ATOMOXETINE","","N","","1","10-NOV-2023","0150434005","Humain","",""
"99819","","Human","02508869","AG-ATOMOXETINE","","N","","1","10-NOV-2023","0150434006","Humain","",""
"99820","","Human","02508877","AG-ATOMOXETINE","","N","","1","10-NOV-2023","0150434007","Humain","",""
"99926","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02510006","ALPHA-OXY DISINFECTING WIPES","","N","","1","18-JAN-2024","0106899029","Désinfectant","",""
"96314","","Human","02473747","CANEAL PERITONEAL DIALYSIS SOLUTION","","N","","5","19-JAN-2024","0500162002","Humain","CANEAL SOLUTION DE DIALYSE PÉRITONÉALE",""
"97158","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02480921","QUAT TOTAL","","N","","1","23-JAN-2024","0104993007","Désinfectant","",""
"99305","","Human","02503581","CABAZITAXEL FOR INJECTION","SINGE USE VIAL WITH DILUENT","N","","1","24-JAN-2024","0152936001","Humain","CABAZITAXEL POUR INJECTION",""
"99867","","Veterinary","02509377","OXY TETRA 1000","","N","","1","20-NOV-2023","0105555018","Vétérinaire","",""
"99868","CAT IV - SUNBURN PROTECTANTS","Human","02509385","SUNSCREEN 30 SPRAY","","N","","4","22-JAN-2024","0451521009","Humain","",""
"99874","CAT IV - SUNBURN PROTECTANTS","Human","02509458","LIP BALM SPF 15","","N","","4","22-JAN-2024","0439981034","Humain","BAUME À LÈVRES FPS 15",""
"99875","CAT IV - SUNBURN PROTECTANTS","Human","02509466","SUNSCREEN 30","","N","","4","20-NOV-2023","0451521097","Humain","",""
"99879","LS - TOPICAL - ANAESTHETIC/ANALGESIC/ANTIPRURITIC","Human","02509490","SUNBURN RELIEF GEL","","N","","1","22-JAN-2024","0101280001","Humain","",""
"99883","","Human","02509539","PMS-PHENOBARBITAL","","N","","1","25-JAN-2024","0105950005","Humain","",""
"99884","","Human","02509547","PMS-PHENOBARBITAL","","N","","1","25-JAN-2024","0105950004","Humain","",""
"99885","","Human","02509555","PMS-PHENOBARBITAL","","N","","1","25-JAN-2024","0105950002","Humain","",""
"99886","","Human","02509563","PMS-PHENOBARBITAL ELIXIR","","N","","1","25-JAN-2024","0105950008","Humain","",""
"99002","","Disinfectant","02500329","PROJECT CLEAN NO-RINSE SANITIZER","","N","","2","22-JAN-2024","0205019003","Désinfectant","",""
"99054","LS - LAXATIVES (STOOL SOFTENER)","Human","02500922","DOCUSATE SODIUM","","N","","1","25-JAN-2024","0104351002","Humain","",""
"99055","CAT IV - ANTISEPTIC SKIN CLEANSERS","Human","02500892","MANOQUAT ANTISEPTIQUE POUR MAINS /HAND SANITIZER","","N","","1","22-JAN-2024","0104993021","Humain","",""
"99057","","Human","02500914","ASN-FINGOLIMOD","","N","","1","26-MAR-2024","0152886001","Humain","",""
"51006","LS - VIT. SUPPLEMENTS/MIN SUPPLEMENTS","Human","02231633","ZINC PLUS VITAMINS C & B6 LOZENGES","","N","","3","22-FEB-2020","0332911001","Humain","",""
"92218","","Disinfectant","02437805","SC QP-64","","N","","4","17-JAN-2024","0414758001","Désinfectant","",""
"70071","","Human","02245947","LEVOTHYROXINE SODIUM FOR INJECTION","","N","","1","30-OCT-2023","0107794003","Humain","",""
"98541","","Human","02495503","JAMP NITROFURANTOIN","","N","","1","30-OCT-2023","0101480002","Humain","",""
"98542","","Human","02495511","JAMP NITROFURANTOIN","","N","","1","30-OCT-2023","0101480001","Humain","",""
"98543","","Human","02495538","APO-DOXYCYCLINE MODIFIED RELEASE","","N","","1","14-MAR-2024","0105569008","Humain","",""
"98624","","Human","02496364","XOFLUZA","","N","","1","20-NOV-2023","0162036001","Humain","",""
"98625","","Human","02496372","XOFLUZA","","N","","1","20-NOV-2023","0162036002","Humain","",""
"98636","","Human","02496496","JAMP DULOXETINE","","N","","1","31-JAN-2024","0152350001","Humain","",""
"99064","","Veterinary","02500973","SPARKLE SHAMPOO","","N","","2","25-JAN-2024","0202770003","Vétérinaire","",""
"99069","LS - ANALG (ACETAMINOPHEN LABELLING STANDARD)","Human","02501031","ACETAMINOPHEN GELATIN CAPLETS","","N","","1","22-JAN-2024","0102009002","Humain","COMPRIMÉS D'ACÉTAMINOPHÈNE ENROBÉS DE GÉLATINE",""
"97734","","Human","02487187","APO-TRANDOLAPRIL","","N","","1","31-JAN-2024","0131524001","Humain","",""
"97735","","Human","02487195","APO-TRANDOLAPRIL","","N","","1","31-JAN-2024","0131524002","Humain","",""
"97736","","Human","02487209","APO-TRANDOLAPRIL","","N","","1","31-JAN-2024","0131524003","Humain","",""
"97737","","Human","02487217","APO-TRANDOLAPRIL","","N","","1","31-JAN-2024","0131524004","Humain","",""
"98637","","Human","02496518","JAMP DULOXETINE","","N","","1","31-JAN-2024","0152350002","Humain","",""
"83544","","Human","02350211","RANITIDINE TABLETS","","N","","1","11-MAY-2010","0115150001","Humain","",""
"97363","","Disinfectant","02483173","SANI MARC DCCNA","","N","","1","16-JAN-2024","0109236005","Désinfectant","",""
"97364","","Human","02483181","SUFENTANIL CITRATE INJECTION","SINGLE USE AMPOULES","N","","1","01-FEB-2024","0144821001","Humain","","AMPOULES À USAGE UNIQUE"
"97370","","Human","02483262","STOOL SOFTENER","","N","","1","23-JAN-2024","0104351002","Humain","",""
"97373","","Human","02483297","PRO-QUETIAPINE","","N","","1","30-JAN-2024","0131858004","Humain","",""
"97374","","Human","02483300","AG-GLICLAZIDE MR","","N","","1","31-JAN-2024","0119934002","Humain","",""
"97375","","Human","02483319","AG-GLICLAZIDE MR","","N","","1","31-JAN-2024","0119934003","Humain","",""
"97745","","Human","02487292","AIMOVIG","PREFILLED SYRINGE","N","","1","30-OCT-2023","0160530002","Humain","",""
"85133","","Human","02366495","REMIFENTANIL HYDROCHLORIDE FOR INJECTION","","N","","1","05-MAR-2012","0133098003","Humain","",""
"97161","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02481022","MEDICOM PRO-SURFACE DISINFECTANT SPRAY","SOLUTION","N","","2","15-JAN-2024","0259871001","Désinfectant","",""
"97164","","Disinfectant","02481081","ACIDSAN 3675","SOLUTION","N","","4","23-JAN-2024","0414758049","Désinfectant","",""
"97167","","Human","02481138","KETOROLAC TROMETHAMINE INJECTION, USP","PREFILLED SYRINGE. SINGLE USE","N","","1","13-FEB-2024","0121995002","Humain","KÉTOROLAC TROMÉTHAMINE INJECTABLE, USP","SERINGUE PRÉREMPLIE. USAGE UNIQUE"
"98552","","Veterinary","02495627","CHLOR-PALMITATE","","N","","1","25-JAN-2024","0151341013","Vétérinaire","",""
"98015","","Human","02490080","ESPEROCT","","N","","1","01-FEB-2024","0161610003","Humain","",""
"88018","CAT IV - SUNBURN PROTECTANTS","Human","02395053","SPF 30 SPORT CLEAR CONTINUOUS SPRAY","SOLUTION","N","","5","18-OCT-2012","0552875003","Humain","",""
"89016","","Human","02405369","APO-TRIMIPRAMINE","","N","","1","20-AUG-2014","0102479001","Humain","",""
"96218","","Human","02472856","DAYTIME COLD & SINUS","","N","","3","24-JAN-2024","0319503004","Humain","SOULAGEMENT DE RHUME ET SINUS FORMULE JOUR",""
"96219","","Human","02472864","NIGHTTIME RELIEF COMPLETE","","N","","4","24-JAN-2024","0419805008","Humain","SOULAGEMENT COMPLET POUR LA NUIT",""
"96220","","Human","02472872","NIGHTTIME COLD & SINUS","","N","","4","24-JAN-2024","0419805008","Humain","SOULAGEMENT DE RHUME ET SINUS FORMULE NUIT",""
"96221","","Human","02472880","CANEAL PERITONEAL DIALYSIS SOLUTION","DEXTROSE 2.5% - CALCIUM 2.5 MEQ/L","N","","5","19-JAN-2024","0500162032","Humain","CANEAL SOLUTION DE DIALYSE PÉRITONÉALE","DEXTROSE 2.5% - CALCIUM 2.5 MEQ/L"
"96222","","Disinfectant","02472899","VESPHENE III ST PHENOLIC DISINFECTANT","","N","","2","26-JAN-2024","0213136020","Désinfectant","",""
"85447","","Veterinary","02369540","VETMULIN LIQUID CONCENTRATE","","N","","1","30-JAN-2024","0115771002","Vétérinaire","",""
"97926","","Human","02489163","NRA-ESCITALOPRAM","","N","","1","07-DEC-2023","0150435001","Humain","",""
"97934","","Human","02489260","DORZOLAMIDE EYE DROPS BP","","N","","1","25-JAN-2024","0128558001","Humain","COLLYRE DE DORZOLAMIDE BP",""
"94427","","Human","02457199","TARO-DULOXETINE","","N","","1","05-FEB-2024","0152350001","Humain","",""
"94365","","Human","02456664","SELEXID","","N","","1","06-FEB-2024","0158390001","Humain","",""
"97635","","Human","02486113","AURO-DARUNAVIR","","N","","1","01-FEB-2024","0151656002","Humain","",""
"96384","","Human","02473917","APO-ABIRATERONE","","N","","1","01-FEB-2024","0152948001","Humain","",""
"99903","","Human","02509741","OCTREOTIDE ACETATE INJECTION","SINGLE USE AMPOULES","N","","1","01-FEB-2024","0121548004","Humain","",""
"99904","","Human","02509768","OCTREOTIDE ACETATE INJECTION","SINGLE USE AMPOULES","N","","1","01-FEB-2024","0121548001","Humain","",""
"99905","","Human","02509776","OCTREOTIDE ACETATE INJECTION","SINGLE USE AMPOULES","N","","1","01-FEB-2024","0121548002","Humain","",""
"99906","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02509784","GERMOKILL DISINFECTANT WIPES","","N","","4","20-NOV-2023","0414758052","Désinfectant","GERMOKILL LINGETTES DÉSINFECTANTES",""
"99907","","Human","02509806","BIO-RIZATRIPTAN ODT","","N","","1","19-JAN-2024","0137841001","Humain","",""
"99908","","Human","02509814","BIO-RIZATRIPTAN ODT","","N","","1","19-JAN-2024","0137841002","Humain","",""
"99913","LS - LAXATIVES (STIMULANT)","Human","02509857","AG-BISACODYL EC","","N","","1","25-JAN-2024","0101506001","Humain","",""
"96405","","Human","02474042","NUWIQ","ANTIHEMOPHILIC FACTOR (RECOMBINANT, B-DOMAIN DELETED). SINGLE USE VIAL & 2.5ML PREFILLED DILUENT SYRINGE","N","","2","03-JAN-2024","0256190005","Humain","",""
"98556","LS - ANORECTAL DRUG PRODUCTS","Human","02495678","TERPACAN","","N","","2","22-JAN-2024","0262030001","Humain","",""
"99804","","Human","02508699","BIO-TADALAFIL","","N","","1","19-JAN-2024","0149485003","Humain","",""
"99805","","Human","02508702","BIO-TADALAFIL","","N","","1","19-JAN-2024","0149485004","Humain","",""
"99806","","Human","02508710","BIO-TADALAFIL","","N","","1","19-JAN-2024","0149485001","Humain","",""
"99813","","Human","02508796","ALLERGY CARE","","N","","1","30-OCT-2023","0102639002","Humain","",""
"99814","","Human","02508818","AG-ATOMOXETINE","","N","","1","10-NOV-2023","0150434001","Humain","",""
"99815","","Human","02508826","AG-ATOMOXETINE","","N","","1","10-NOV-2023","0150434002","Humain","",""
"99816","","Human","02508834","AG-ATOMOXETINE","","N","","1","10-NOV-2023","0150434003","Humain","",""
"96596","","Human","02475626","ALPHANATE","RECONSTITUTED WITH 10 ML DILUENT","N","","2","23-NOV-2023","0250427013","Humain","",""
"80789","","Human","02322447","CHEST CONGESTION","","N","","1","23-JAN-2024","0103181002","Humain","",""
"97749","","Human","02487322","TOTAL COLD HOT LEMON RELIEF","","N","","3","15-JAN-2024","0351461007","Humain","",""
"96001","","Human","02470950","KETAMINE HYDROCHLORIDE INJECTION USP","","N","","1","30-JAN-2024","0131360003","Humain","",""
"96002","","Disinfectant","02470969","NUGEN DISINFECTANT WIPES LSA","","N","","4","24-JAN-2024","0414758052","Désinfectant","",""
"96007","","Disinfectant","02470977","NUGEN LOW STREAK DISINFECTANT WIPES","","N","","4","30-OCT-2023","0414758052","Désinfectant","",""
"96008","","Human","02470985","BAG BALM SKIN PROTECTANT","","N","","1","29-JAN-2024","0108784011","Humain","",""
"96010","","Human","02471000","SOLIFENACIN SUCCINATE TABLETS","","N","","1","31-JAN-2024","0151584001","Humain","",""
"96011","","Human","02471019","SOLIFENACIN SUCCINATE TABLETS","","N","","1","31-JAN-2024","0151584002","Humain","",""
"96235","","Human","02473003","CUTAQUIG","","N","","1","01-FEB-2024","0151002003","Humain","",""
"96237","","Human","02473038","CUTAQUIG","","N","","1","01-FEB-2024","0151002003","Humain","",""
"96934","","Disinfectant","02478560","WEX-CIDE 128","","N","","2","26-JAN-2024","0213136021","Désinfectant","",""
"87068","","Human","02385015","JAMP-ALENDRONATE","","N","","1","06-FEB-2024","0150323004","Humain","",""
"87069","","Human","02385023","JAMP-ALENDRONATE","","N","","1","06-FEB-2024","0150323003","Humain","",""
"96936","","Human","02479273","GLYCOPYRROLATE INJECTION MULTIDOSE","0.2 MG/ML MULTIDOSE VIAL, WITH PRESERVATIVE","N","","1","30-JAN-2024","0102396002","Humain","",""
"96939","","Disinfectant","02478617","COMPANION CLEANER DISINFECTANT","","N","","2","15-JAN-2024","0224431002","Désinfectant","",""
"96941","","Disinfectant","02478625","PROTECTION THAT LIVES ON MICROBAN PROFESSIONAL BRAND 24 HOUR SANITIZING SPRAY","","N","","4","15-JAN-2024","0414758066","Désinfectant","",""
"96942","","Disinfectant","02478633","PROTECTION THAT LIVES ON MICROBAN PROFESSIONAL BRAND 24 HOUR MULTI-PURPOSE CLEANER","SOLUTION","N","","4","15-JAN-2024","0414758068","Désinfectant","",""
"96943","","Disinfectant","02478641","PROTECTION THAT LIVES ON MICROBAN PROFESSIONAL BRAND 24 HOUR BATHROOM CLEANER","SOLUTION","N","","5","15-JAN-2024","0560450001","Désinfectant","",""
"98109","","Human","02491079","HOT LEMON RELIEF FOR SYMPTOMS OF COUGH, COLD AND FLU ULTRA STRENGTH","","N","","4","18-JAN-2024","0414717011","Humain","",""
"98112","","Human","02491109","BACITRACIN FOR INJECTION, USP","","N","","1","25-JAN-2024","0105859001","Humain","",""
"98728","","Human","02497468","MINT-OSELTAMIVIR","","N","","1","01-FEB-2024","0139501004","Humain","",""
"98730","LS - COUGH AND COLD","Human","02497484","MUCUS RELIEF WITH DEXTROMETHORPHAN","","N","","2","30-OCT-2023","0200826011","Humain","",""
"98735","","Human","02497530","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION USP","SINGLE USE","N","","1","25-JAN-2024","0106344003","Humain","","USAGE UNIQUE"
"98736","","Human","02497549","HYDROCORTISONE SODIUM SUCCINATE FOR INJECTION USP","SINGLE USE","N","","1","25-JAN-2024","0106344004","Humain","","USAGE UNIQUE"
"99951","","Human","02510286","AG-OSELTAMIVIR","","N","","1","19-JAN-2024","0139501001","Humain","",""
"99952","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02510294","OXI-GIZE WIPES","","N","","1","18-JAN-2024","0106899017","Désinfectant","",""
"99953","","Human","02510308","OMVYENCE","","N","","1","19-JAN-2024","0144162001","Humain","",""
"99144","","Human","02501821","XENLETA","","N","","1","25-JAN-2024","0162375002","Humain","",""
"99145","","Human","02501848","XENLETA","","N","","1","25-JAN-2024","0162375001","Humain","",""
"99146","","Disinfectant","02501856","DECON-PHENE PLUS","","N","","2","30-OCT-2023","0213136022","Désinfectant","",""
"99147","","Human","02501864","PMS-SODIUM POLYSTYRENE SULFONATE","","N","","1","25-JAN-2024","0108701006","Humain","",""
"99148","","Human","02501872","PMS-SODIUM POLYSTYRENE SULFONATE","","N","","1","25-JAN-2024","0108701001","Humain","",""
"100390","","Human","02514583","SORE THROAT LOZENGES","","N","","4","25-JAN-2024","0462827001","Humain","",""
"100394","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02514621","ECONORDIC DÉSINFECTANT ET NETTOYANT POUR SURFACES","","N","","1","18-JAN-2024","0102158009","Désinfectant","",""
"100395","","Human","02514648","APO-AMOXICILLIN","","N","","1","30-JAN-2024","0131314001","Humain","",""
"100396","","Human","02514656","APO-AMOXICILLIN","","N","","1","30-JAN-2024","0131314006","Humain","",""
"100397","","Human","02514664","APO-AMOXICILLIN","","N","","1","30-JAN-2024","0131314002","Humain","",""
"100398","","Human","02514672","APO-AMOXICILLIN","","N","","1","30-JAN-2024","0131314003","Humain","",""
"100594","","Human","02516608","ICATIBANT INJECTION","PRE-FILLED SYRINGE - SINGLE USE","N","","1","19-JAN-2024","0155710001","Humain","","SERINGUE PRÉREMPLIE - USAGE UNIQUE"
"100795","","Human","02518643","BIVALIRUDIN FOR INJECTION","","N","","1","25-JAN-2024","0148342001","Humain","",""
"100796","","Human","02518651","NRA-RIVAROXABAN","","N","","1","01-DEC-2023","0152487004","Humain","",""
"100797","","Human","02518678","NRA-RIVAROXABAN","","N","","1","01-DEC-2023","0152487001","Humain","",""
"100798","","Human","02518686","NRA-RIVAROXABAN","","N","","1","01-DEC-2023","0152487002","Humain","",""
"100799","","Human","02518694","NRA-RIVAROXABAN","","N","","1","01-DEC-2023","0152487003","Humain","",""
"101014","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02520907","PEROXYSANI-30 COMMERCIAL GRADE ALL PURPOSE DISINFECTANT","","N","","1","18-JAN-2024","0106899001","Désinfectant","",""
"97809","","Disinfectant","02487977","NUGEN EHP WIPES","","N","","1","15-JAN-2024","0106899027","Désinfectant","",""
"85128","","Human","02366436","PMS-AMLODIPINE MESYLATE","","N","","1","14-OCT-2016","0131437002","Humain","",""
"99575","","Human","02506378","PAIN RELIEVER & SLEEP AID","","N","","2","25-JAN-2024","0257270001","Humain","ANALGÉSIQUE ET AIDE-SOMMEIL",""
"101870","","Disinfectant","02529467","S&S SANITIZER","","N","","2","19-JAN-2024","0263921001","Désinfectant","S&S SANITIZER",""
"102536","LS - ANALG (ACETAMINOPHEN LABELLING STANDARD)","Human","02536617","ACETAMINOPHEN EXTRA STRENGTH","","N","","1","25-JAN-2024","0102009002","Humain","ACÉTAMINOPHÈNE EXTRA FORT",""
"102700","","Human","02538253","APO-TOFACITINIB","","N","","1","23-JAN-2024","0155550001","Humain","",""
"102701","","Human","02538261","APO-TOFACITINIB","","N","","1","23-JAN-2024","0155550003","Humain","",""
"101738","","Human","02528126","CAPECITABINE","","N","","1","19-JAN-2024","0134120001","Humain","",""
"101739","","Human","02528150","CAPECITABINE","","N","","1","19-JAN-2024","0134120002","Humain","",""
"101217","","Human","02523108","NRA-ALENDRONATE","","N","","1","23-JAN-2024","0150323003","Humain","",""
"100734","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02518007","SNAP! 799","","N","","1","24-JAN-2024","0106899011","Désinfectant","",""
"100941","","Human","02520192","LYUMJEV","3 ML CARTRIDGES (BOX OF 5)","N","","1","25-JAN-2024","0131614001","Humain","",""
"100942","","Human","02520206","LYUMJEV KWIKPEN","3 ML PRE-FILLED PEN","N","","1","25-JAN-2024","0131614001","Humain","",""
"100943","","Human","02520214","LYUMJEV JUNIOR KWIKPEN","3 ML PRE-FILLED PEN (BOX OF 5)","N","","1","25-JAN-2024","0131614001","Humain","",""
"100944","","Human","02520222","LYUMJEV TEMPO PEN","3 ML PRE-FILLED PEN (BOX OF 5)","N","","1","25-JAN-2024","0131614001","Humain","",""
"100945","","Human","02520230","LYUMJEV KWIKPEN","3 ML PRE-FILLED PEN","N","","1","25-JAN-2024","0131614002","Humain","",""
"101156","","Human","02522446","CAMCEVI","SINGLE USE PREFILLED SYRINGE","N","","1","25-JAN-2024","0163277001","Humain","","SERINGUE PRÉREMPLIE À USAGE UNIQUE"
"101322","","Human","02524171","VALSARTAN-HCTZ","","N","","2","31-JAN-2024","0240204004","Humain","",""
"101323","","Human","02524201","VALSARTAN-HCTZ","","N","","2","31-JAN-2024","0240204005","Humain","",""
"100953","","Human","02520338","PMS-NIZATIDINE","","N","","1","25-JAN-2024","0120317001","Humain","",""
"100430","","Human","02514893","PMS-ISONIAZID","","N","","1","25-JAN-2024","0107349004","Humain","",""
"100431","","Human","02514907","PMS-ISONIAZID","","N","","1","25-JAN-2024","0107349002","Humain","",""
"100432","","Human","02514915","PMS-ISONIAZID","","N","","1","25-JAN-2024","0107349001","Humain","",""
"100433","","Human","02514923","PMS-ISONIAZID","","N","","1","25-JAN-2024","0107349003","Humain","",""
"100969","","Human","02520494","TEVA-SITAGLIPTIN MALATE / METFORMIN","","N","","2","19-JAN-2024","0252656001","Humain","",""
"100970","","Human","02520508","TEVA-SITAGLIPTIN MALATE / METFORMIN","","N","","2","19-JAN-2024","0252656002","Humain","",""
"100971","","Human","02520516","TEVA-SITAGLIPTIN MALATE / METFORMIN","","N","","2","19-JAN-2024","0252656003","Humain","",""
"100441","","Human","02515016","PMS-LOXAPINE","","N","","1","19-JAN-2024","0111557005","Humain","",""
"100442","","Human","02515024","PMS-LOXAPINE","","N","","1","19-JAN-2024","0111557002","Humain","",""
"100443","","Human","02515032","PMS-LOXAPINE","","N","","1","19-JAN-2024","0111557004","Humain","",""
"101382","CAT IV - ANTISEPTIC SKIN CLEANSERS","Human","02524805","NON ALCOHOLIC HAND SANITIZING WIPE","","N","","1","24-JAN-2024","0104993016","Humain","",""
"100760","","Human","02518287","APO-ABACAVIR-LAMIVUDINE TABLETS","","N","","2","24-JAN-2024","0251241001","Humain","",""
"100814","","Human","02518856","DAPTOMYCIN FOR INJECTION RF","SINGLE USE VIAL","N","","1","25-JAN-2024","0152298001","Humain","",""
"101415","","Human","02525135","AG-GUANFACINE XR","","N","","1","30-OCT-2023","0154470002","Humain","",""
"101416","","Human","02525143","AG-GUANFACINE XR","","N","","1","30-OCT-2023","0154470003","Humain","",""
"101417","","Human","02525151","AG-GUANFACINE XR","","N","","1","30-OCT-2023","0154470004","Humain","",""
"100838","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02519119","VIROXY-GARD ULTRA","","N","","2","23-JAN-2024","0262579003","Désinfectant","",""
"101510","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02525976","CLOROX SCENTIVA DISINFECTING CLEANER","","N","","1","30-OCT-2023","0104993038","Désinfectant","",""
"100614","","Human","02516780","TOPIRAMATE","","N","","1","30-OCT-2023","0132938003","Humain","",""
"100619","","Human","02516837","JAMP TEMOZOLOMIDE","","N","","1","25-JAN-2024","0138781005","Humain","",""
"100444","","Human","02515040","PMS-LOXAPINE","","N","","1","19-JAN-2024","0111557001","Humain","",""
"100445","","Human","02515059","PMS-LOXAPINE","","N","","1","19-JAN-2024","0111557003","Humain","",""
"100564","","Human","02516284","BACTERIOSTATIC SODIUM CHLORIDE INJECTION USP","","N","","1","25-JAN-2024","0100053002","Humain","CHLORURE DE SODIUM AVEC BACTÉRIOSTATIQUE INJECTABLE USP",""
"100895","","Human","02519712","PERINDOPRIL/INDAPAMIDE","","N","","2","22-JAN-2024","0248401002","Humain","",""
"100308","","Human","02513889","TARO-AMPHETAMINE XR","","N","","1","24-JAN-2024","0161310001","Humain","",""
"100309","","Human","02513897","TARO-AMPHETAMINE XR","","N","","1","24-JAN-2024","0161310002","Humain","",""
"100310","","Human","02513900","TARO-AMPHETAMINE XR","","N","","1","24-JAN-2024","0161310003","Humain","",""
"100311","","Human","02513919","TARO-AMPHETAMINE XR","","N","","1","24-JAN-2024","0161310004","Humain","",""
"100312","","Human","02513927","TARO-AMPHETAMINE XR","","N","","1","24-JAN-2024","0161310005","Humain","",""
"100313","","Human","02513935","TARO-AMPHETAMINE XR","","N","","1","24-JAN-2024","0161310006","Humain","",""
"100385","","Human","02514532","AG-RASAGILINE","","N","","1","30-OCT-2023","0151662001","Humain","",""
"100386","","Human","02514540","AG-RASAGILINE","","N","","1","30-OCT-2023","0151662002","Humain","",""
"100387","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02514559","TRI-ART STUDIO & SURFACE DISINFECTANT","","N","","1","18-JAN-2024","0106899010","Désinfectant","",""
"96513","","Veterinary","02474913","SODIUM IODIDE 20%","","N","","1","25-JAN-2024","0103926001","Vétérinaire","",""
"96518","CAT IV - SUNBURN PROTECTANTS","Human","02474948","AQUALIA THERMAL UV SPF 20","","N","","4","30-OCT-2023","0451521013","Humain","",""
"96519","CAT IV - SUNBURN PROTECTANTS","Human","02474956","MAXGLOW HYDRAFOAM DAILY MOISTURIZER","LOTION","N","","4","30-OCT-2023","0451521067","Humain","MAXGLOW HYDRATANT QUOTIDIEN HYDRAMOUSSE","LOTION"
"98129","","Human","02491273","METHOTREXATE SUBCUTANEOUS","SINGLE-USE, PRE-FILLED SYRINGE","N","","1","31-JAN-2024","0107545005","Humain","",""
"98130","","Human","02491281","METHOTREXATE SUBCUTANEOUS","SINGLE-USE, PRE-FILLED SYRINGE","N","","1","31-JAN-2024","0107545005","Humain","",""
"98131","","Human","02491303","METHOTREXATE SUBCUTANEOUS","SINGLE-USE, PRE-FILLED SYRINGE","N","","1","31-JAN-2024","0107545005","Humain","",""
"98703","","Human","02497182","AG-MYCOPHENOLATE","","N","","1","24-JAN-2024","0128158002","Humain","",""
